API Code,Time of Call,Date,Count,,,
A4,20-05-2025 1.55,20-05-2025,,,,
A4,20-05-2025 5.41,20-05-2025,,,,
A4,20-05-2025 8.41,20-05-2025,,,,
A4,20-05-2025 9.41,20-05-2025,,,,
A4,20-05-2025 11.25,20-05-2025,,,,
A4,20-05-2025 11.55,20-05-2025,,,,
A4,20-05-2025 12.10,20-05-2025,,,,
A4,20-05-2025 12.23,20-05-2025,,,,
A4,20-05-2025 14.44,20-05-2025,,,,
A4,20-05-2025 17.27,20-05-2025,,,,
A4,20-05-2025 18.10,20-05-2025,,,,
A4,20-05-2025 20.26,20-05-2025,,,,
A4,20-05-2025 21.26,20-05-2025,,,,
A4,20-05-2025 23.39,20-05-2025,,,,
A4,21-05-2025 1.49,21-05-2025,,,,
A4,21-05-2025 2.08,21-05-2025,,,,
A4,21-05-2025 7.06,21-05-2025,,,,
A4,21-05-2025 11.18,21-05-2025,,,,
A4,21-05-2025 13.51,21-05-2025,,,,
A4,21-05-2025 15.10,21-05-2025,,,,
A4,21-05-2025 16.48,21-05-2025,,,,
A4,21-05-2025 18.23,21-05-2025,,,,
A4,21-05-2025 19.13,21-05-2025,,,,
A4,21-05-2025 22.10,21-05-2025,,,,
A4,22-05-2025 0.11,22-05-2025,,,,
A4,22-05-2025 0.56,22-05-2025,,,,
A4,22-05-2025 1.19,22-05-2025,,,,
A4,22-05-2025 3.03,22-05-2025,,,,
A4,22-05-2025 4.20,22-05-2025,,,,
A4,22-05-2025 9.56,22-05-2025,,,,
A4,22-05-2025 12.43,22-05-2025,,,,
A4,22-05-2025 13.13,22-05-2025,,,,
A4,22-05-2025 14.05,22-05-2025,,,,
A4,22-05-2025 14.55,22-05-2025,,,,
A4,22-05-2025 16.52,22-05-2025,,,,
A4,23-05-2025 0.37,23-05-2025,,,,
A4,23-05-2025 1.59,23-05-2025,,,,
A4,23-05-2025 2.35,23-05-2025,,,,
A4,23-05-2025 3.12,23-05-2025,,,,
A4,23-05-2025 3.32,23-05-2025,,,,
A4,23-05-2025 4.18,23-05-2025,,,,
A4,23-05-2025 5.41,23-05-2025,,,,
A4,23-05-2025 10.12,23-05-2025,,,,
A4,23-05-2025 12.02,23-05-2025,,,,
A4,23-05-2025 13.54,23-05-2025,,,,
A4,23-05-2025 14.26,23-05-2025,,,,
A4,23-05-2025 15.54,23-05-2025,,,,
A4,23-05-2025 16.30,23-05-2025,,,,
A4,23-05-2025 16.49,23-05-2025,,,,
A4,23-05-2025 22.58,23-05-2025,,,,
A4,24-05-2025 0.58,24-05-2025,,,,
A4,24-05-2025 2.18,24-05-2025,,,,
A4,24-05-2025 6.34,24-05-2025,,,,
A4,24-05-2025 7.44,24-05-2025,,,,
A4,24-05-2025 8.52,24-05-2025,,,,
A4,24-05-2025 11.53,24-05-2025,,,,
A4,24-05-2025 12.12,24-05-2025,,,,
A4,24-05-2025 14.06,24-05-2025,,,,
A4,24-05-2025 15.10,24-05-2025,,,,
A4,24-05-2025 15.16,24-05-2025,,,,
A4,24-05-2025 18.40,24-05-2025,,,,
A4,24-05-2025 18.52,24-05-2025,,,,
A4,24-05-2025 19.38,24-05-2025,,,,
A4,24-05-2025 20.24,24-05-2025,,,,
A4,24-05-2025 21.16,24-05-2025,,,,
A4,24-05-2025 22.16,24-05-2025,,,,
A4,25-05-2025 0.12,25-05-2025,,,,
A4,25-05-2025 1.34,25-05-2025,,,,
A4,25-05-2025 3.04,25-05-2025,,,,
A4,25-05-2025 4.23,25-05-2025,,,,
A4,25-05-2025 6.28,25-05-2025,,,,
A4,25-05-2025 6.44,25-05-2025,,,,
A4,25-05-2025 8.55,25-05-2025,,,,
A4,25-05-2025 11.46,25-05-2025,,,,
A4,25-05-2025 11.53,25-05-2025,,,,
A4,25-05-2025 14.28,25-05-2025,,,,
A4,25-05-2025 16.10,25-05-2025,,,,
A4,25-05-2025 19.25,25-05-2025,,,,
A4,25-05-2025 19.46,25-05-2025,,,,
A4,25-05-2025 22.59,25-05-2025,,,,
A4,25-05-2025 23.37,25-05-2025,,,,
A4,26-05-2025 0.27,26-05-2025,,,,
A4,26-05-2025 2.01,26-05-2025,,,,
A4,26-05-2025 4.11,26-05-2025,,,,
A4,26-05-2025 5.04,26-05-2025,,,,
A4,26-05-2025 7.34,26-05-2025,,,,
A4,26-05-2025 9.11,26-05-2025,,,,
A4,26-05-2025 9.29,26-05-2025,,,,
A4,26-05-2025 9.44,26-05-2025,,,,
A4,26-05-2025 10.58,26-05-2025,,,,
A4,26-05-2025 12.15,26-05-2025,,,,
A4,26-05-2025 13.15,26-05-2025,,,,
A4,26-05-2025 13.40,26-05-2025,,,,
A4,26-05-2025 15.52,26-05-2025,,,,
A4,26-05-2025 18.31,26-05-2025,,,,
A4,26-05-2025 22.28,26-05-2025,,,,
A4,27-05-2025 1.38,27-05-2025,,,,
A4,27-05-2025 1.58,27-05-2025,,,,
A4,27-05-2025 2.03,27-05-2025,,,,
A4,27-05-2025 2.21,27-05-2025,,,,
A4,27-05-2025 2.36,27-05-2025,,,,
A4,27-05-2025 2.54,27-05-2025,,,,
A4,27-05-2025 3.20,27-05-2025,,,,
A4,27-05-2025 3.42,27-05-2025,,,,
A4,27-05-2025 4.06,27-05-2025,,,,
A4,27-05-2025 4.29,27-05-2025,,,,
A4,27-05-2025 5.47,27-05-2025,,,,
A4,27-05-2025 7.51,27-05-2025,,,,
A4,27-05-2025 7.54,27-05-2025,,,,
A4,27-05-2025 8.38,27-05-2025,,,,
A4,27-05-2025 9.00,27-05-2025,,,,
A4,27-05-2025 9.48,27-05-2025,,,,
A4,27-05-2025 10.27,27-05-2025,,,,
A4,27-05-2025 10.45,27-05-2025,,,,
A4,27-05-2025 12.09,27-05-2025,,,,
A4,27-05-2025 13.01,27-05-2025,,,,
A4,27-05-2025 13.41,27-05-2025,,,,
A4,27-05-2025 13.53,27-05-2025,,,,
A4,27-05-2025 17.01,27-05-2025,,,,
A4,27-05-2025 17.34,27-05-2025,,,,
A4,27-05-2025 17.59,27-05-2025,,,,
A4,27-05-2025 20.09,27-05-2025,,,,
A4,27-05-2025 20.36,27-05-2025,,,,
A4,27-05-2025 22.29,27-05-2025,,,,
A4,28-05-2025 1.55,28-05-2025,,,,
A4,28-05-2025 2.17,28-05-2025,,,,
A4,28-05-2025 3.20,28-05-2025,,,,
A4,28-05-2025 3.40,28-05-2025,,,,
A4,28-05-2025 5.17,28-05-2025,,,,
A4,28-05-2025 5.36,28-05-2025,,,,
A4,28-05-2025 8.08,28-05-2025,,,,
A4,28-05-2025 8.53,28-05-2025,,,,
A4,28-05-2025 9.45,28-05-2025,,,,
A4,28-05-2025 10.52,28-05-2025,,,,
A4,28-05-2025 19.06,28-05-2025,,,,
A4,28-05-2025 19.26,28-05-2025,,,,
A4,28-05-2025 21.13,28-05-2025,,,,
A4,28-05-2025 21.42,28-05-2025,,,,
A4,29-05-2025 1.09,29-05-2025,,,,
A4,29-05-2025 4.58,29-05-2025,,,,
A4,29-05-2025 6.00,29-05-2025,,,,
A4,29-05-2025 6.32,29-05-2025,,,,
A4,29-05-2025 6.57,29-05-2025,,,,
A4,29-05-2025 9.12,29-05-2025,,,,
A4,29-05-2025 9.27,29-05-2025,,,,
A4,29-05-2025 9.36,29-05-2025,,,,
A4,29-05-2025 9.51,29-05-2025,,,,
A4,29-05-2025 10.29,29-05-2025,,,,
A4,29-05-2025 11.24,29-05-2025,,,,
A4,29-05-2025 16.12,29-05-2025,,,,
A4,29-05-2025 18.08,29-05-2025,,,,
A4,29-05-2025 19.15,29-05-2025,,,,
A4,29-05-2025 21.26,29-05-2025,,,,
A4,29-05-2025 23.39,29-05-2025,,,,
A4,30-05-2025 2.10,30-05-2025,,,,
A4,30-05-2025 4.02,30-05-2025,,,,
A4,30-05-2025 8.07,30-05-2025,,,,
A4,30-05-2025 11.51,30-05-2025,,,,
A4,30-05-2025 11.53,30-05-2025,,,,
A4,30-05-2025 13.01,30-05-2025,,,,
A4,30-05-2025 17.48,30-05-2025,,,,
A4,30-05-2025 18.20,30-05-2025,,,,
A4,30-05-2025 18.44,30-05-2025,,,,
A4,30-05-2025 19.35,30-05-2025,,,,
A4,30-05-2025 20.03,30-05-2025,,,,
A4,30-05-2025 20.30,30-05-2025,,,,
A4,30-05-2025 21.37,30-05-2025,,,,
A4,31-05-2025 0.22,31-05-2025,,,,
A4,31-05-2025 0.29,31-05-2025,,,,
A4,31-05-2025 0.34,31-05-2025,,,,
A4,31-05-2025 1.02,31-05-2025,,,,
A4,31-05-2025 7.37,31-05-2025,,,,
A4,31-05-2025 12.52,31-05-2025,,,,
A4,31-05-2025 13.12,31-05-2025,,,,
A4,31-05-2025 17.51,31-05-2025,,,,
A4,31-05-2025 23.22,31-05-2025,,,,
A4,01-06-2025 0.18,01-06-2025,,,,
A4,01-06-2025 2.52,01-06-2025,,,,
A4,01-06-2025 4.26,01-06-2025,,,,
A4,01-06-2025 6.41,01-06-2025,,,,
A4,01-06-2025 6.42,01-06-2025,,,,
A4,01-06-2025 8.32,01-06-2025,,,,
A4,01-06-2025 9.55,01-06-2025,,,,
A4,01-06-2025 11.13,01-06-2025,,,,
A4,01-06-2025 11.54,01-06-2025,,,,
A4,01-06-2025 12.08,01-06-2025,,,,
A4,01-06-2025 12.21,01-06-2025,,,,
A4,01-06-2025 12.34,01-06-2025,,,,
A4,01-06-2025 13.15,01-06-2025,,,,
A4,01-06-2025 14.30,01-06-2025,,,,
A4,01-06-2025 14.33,01-06-2025,,,,
A4,01-06-2025 15.27,01-06-2025,,,,
A4,01-06-2025 15.47,01-06-2025,,,,
A4,01-06-2025 16.38,01-06-2025,,,,
A4,01-06-2025 19.17,01-06-2025,,,,
A4,01-06-2025 20.23,01-06-2025,,,,
A4,02-06-2025 0.25,02-06-2025,,,,
A4,02-06-2025 1.54,02-06-2025,,,,
A4,02-06-2025 2.09,02-06-2025,,,,
A4,02-06-2025 2.24,02-06-2025,,,,
A4,02-06-2025 2.42,02-06-2025,,,,
A4,02-06-2025 2.54,02-06-2025,,,,
A4,02-06-2025 7.34,02-06-2025,,,,
A4,02-06-2025 11.11,02-06-2025,,,,
A4,02-06-2025 11.22,02-06-2025,,,,
A4,02-06-2025 13.45,02-06-2025,,,,
A4,02-06-2025 14.33,02-06-2025,,,,
A4,02-06-2025 14.42,02-06-2025,,,,
A4,02-06-2025 15.40,02-06-2025,,,,
A4,02-06-2025 15.42,02-06-2025,,,,
A4,02-06-2025 16.10,02-06-2025,,,,
A4,02-06-2025 16.26,02-06-2025,,,,
A4,02-06-2025 16.53,02-06-2025,,,,
A4,02-06-2025 21.14,02-06-2025,,,,
A4,02-06-2025 22.15,02-06-2025,,,,
A4,02-06-2025 23.12,02-06-2025,,,,
A4,03-06-2025 0.11,03-06-2025,,,,
A4,03-06-2025 0.26,03-06-2025,,,,
A4,03-06-2025 2.02,03-06-2025,,,,
A4,03-06-2025 2.27,03-06-2025,,,,
A4,03-06-2025 6.26,03-06-2025,,,,
A4,03-06-2025 7.15,03-06-2025,,,,
A4,03-06-2025 9.43,03-06-2025,,,,
A4,03-06-2025 9.50,03-06-2025,,,,
A4,03-06-2025 10.20,03-06-2025,,,,
A4,03-06-2025 11.53,03-06-2025,,,,
A4,03-06-2025 14.02,03-06-2025,,,,
A4,03-06-2025 15.28,03-06-2025,,,,
A4,03-06-2025 16.23,03-06-2025,,,,
A4,03-06-2025 17.28,03-06-2025,,,,
A4,03-06-2025 19.32,03-06-2025,,,,
A4,03-06-2025 19.45,03-06-2025,,,,
A4,03-06-2025 20.59,03-06-2025,,,,
A4,03-06-2025 21.04,03-06-2025,,,,
A4,03-06-2025 22.42,03-06-2025,,,,
A4,03-06-2025 22.53,03-06-2025,,,,
A4,03-06-2025 23.57,03-06-2025,,,,
A4,04-06-2025 0.04,04-06-2025,,,,
A4,04-06-2025 0.32,04-06-2025,,,,
A4,04-06-2025 2.03,04-06-2025,,,,
A4,04-06-2025 2.46,04-06-2025,,,,
A4,04-06-2025 4.27,04-06-2025,,,,
A4,04-06-2025 5.16,04-06-2025,,,,
A4,04-06-2025 6.13,04-06-2025,,,,
A4,04-06-2025 9.44,04-06-2025,,,,
A4,04-06-2025 12.22,04-06-2025,,,,
A4,04-06-2025 14.49,04-06-2025,,,,
A4,04-06-2025 15.58,04-06-2025,,,,
A4,04-06-2025 16.32,04-06-2025,,,,
A4,04-06-2025 16.50,04-06-2025,,,,
A4,04-06-2025 19.10,04-06-2025,,,,
A4,04-06-2025 19.31,04-06-2025,,,,
A4,04-06-2025 20.14,04-06-2025,,,,
A4,04-06-2025 20.26,04-06-2025,,,,
A4,04-06-2025 20.27,04-06-2025,,,,
A4,04-06-2025 20.37,04-06-2025,,,,
A4,04-06-2025 20.40,04-06-2025,,,,
A4,05-06-2025 3.03,05-06-2025,,,,
A4,05-06-2025 3.11,05-06-2025,,,,
A4,05-06-2025 10.45,05-06-2025,,,,
A4,05-06-2025 11.32,05-06-2025,,,,
A4,05-06-2025 12.51,05-06-2025,,,,
A4,05-06-2025 13.48,05-06-2025,,,,
A4,05-06-2025 14.26,05-06-2025,,,,
A4,05-06-2025 14.56,05-06-2025,,,,
A4,05-06-2025 15.00,05-06-2025,,,,
A4,05-06-2025 15.14,05-06-2025,,,,
A4,05-06-2025 16.22,05-06-2025,,,,
A4,05-06-2025 19.12,05-06-2025,,,,
A4,05-06-2025 19.31,05-06-2025,,,,
A4,05-06-2025 20.29,05-06-2025,,,,
A4,05-06-2025 21.29,05-06-2025,,,,
A4,06-06-2025 1.22,06-06-2025,,,,
A4,06-06-2025 2.15,06-06-2025,,,,
A4,06-06-2025 3.24,06-06-2025,,,,
A4,06-06-2025 6.52,06-06-2025,,,,
A4,06-06-2025 7.36,06-06-2025,,,,
A4,06-06-2025 8.53,06-06-2025,,,,
A4,06-06-2025 10.26,06-06-2025,,,,
A4,06-06-2025 11.05,06-06-2025,,,,
A4,06-06-2025 11.17,06-06-2025,,,,
A4,06-06-2025 11.24,06-06-2025,,,,
A4,06-06-2025 13.57,06-06-2025,,,,
A4,06-06-2025 14.27,06-06-2025,,,,
A4,06-06-2025 20.44,06-06-2025,,,,
A4,06-06-2025 20.57,06-06-2025,,,,
A4,06-06-2025 21.52,06-06-2025,,,,
A4,06-06-2025 22.13,06-06-2025,,,,
A4,06-06-2025 23.07,06-06-2025,,,,
A4,06-06-2025 23.51,06-06-2025,,,,
A4,07-06-2025 0.46,07-06-2025,,,,
A4,07-06-2025 1.18,07-06-2025,,,,
A4,07-06-2025 8.05,07-06-2025,,,,
A4,07-06-2025 11.39,07-06-2025,,,,
A4,07-06-2025 12.19,07-06-2025,,,,
A4,07-06-2025 15.26,07-06-2025,,,,
A4,07-06-2025 16.03,07-06-2025,,,,
A4,07-06-2025 18.41,07-06-2025,,,,
A4,07-06-2025 20.40,07-06-2025,,,,
A4,07-06-2025 21.36,07-06-2025,,,,
A4,07-06-2025 21.45,07-06-2025,,,,
A4,07-06-2025 23.43,07-06-2025,,,,
A4,07-06-2025 23.56,07-06-2025,,,,
A4,08-06-2025 0.14,08-06-2025,,,,
A4,08-06-2025 1.47,08-06-2025,,,,
A4,08-06-2025 2.19,08-06-2025,,,,
A4,08-06-2025 3.25,08-06-2025,,,,
A4,08-06-2025 7.44,08-06-2025,,,,
A4,08-06-2025 8.59,08-06-2025,,,,
A4,08-06-2025 10.41,08-06-2025,,,,
A4,08-06-2025 14.58,08-06-2025,,,,
A4,08-06-2025 17.08,08-06-2025,,,,
A4,08-06-2025 18.47,08-06-2025,,,,
A4,08-06-2025 21.11,08-06-2025,,,,
A4,08-06-2025 23.40,08-06-2025,,,,
A4,09-06-2025 0.00,09-06-2025,,,,
A4,09-06-2025 3.31,09-06-2025,,,,
A4,09-06-2025 4.09,09-06-2025,,,,
A4,09-06-2025 4.41,09-06-2025,,,,
A4,09-06-2025 4.45,09-06-2025,,,,
A4,09-06-2025 5.48,09-06-2025,,,,
A4,09-06-2025 7.38,09-06-2025,,,,
A4,09-06-2025 8.50,09-06-2025,,,,
A4,09-06-2025 9.02,09-06-2025,,,,
A4,09-06-2025 9.06,09-06-2025,,,,
A4,09-06-2025 9.22,09-06-2025,,,,
A4,09-06-2025 10.31,09-06-2025,,,,
A4,09-06-2025 11.22,09-06-2025,,,,
A4,09-06-2025 12.57,09-06-2025,,,,
A4,09-06-2025 13.42,09-06-2025,,,,
A4,09-06-2025 13.48,09-06-2025,,,,
A4,09-06-2025 14.27,09-06-2025,,,,
A4,09-06-2025 15.05,09-06-2025,,,,
A4,09-06-2025 15.35,09-06-2025,,,,
A4,09-06-2025 17.00,09-06-2025,,,,
A4,09-06-2025 17.19,09-06-2025,,,,
A4,09-06-2025 20.51,09-06-2025,,,,
A4,09-06-2025 22.05,09-06-2025,,,,
A4,09-06-2025 23.28,09-06-2025,,,,
A4,10-06-2025 0.14,10-06-2025,,,,
A4,10-06-2025 1.20,10-06-2025,,,,
A4,10-06-2025 9.05,10-06-2025,,,,
A4,10-06-2025 9.23,10-06-2025,,,,
A4,10-06-2025 10.51,10-06-2025,,,,
A4,10-06-2025 11.27,10-06-2025,,,,
A4,10-06-2025 12.13,10-06-2025,,,,
A4,10-06-2025 15.27,10-06-2025,,,,
A4,10-06-2025 16.17,10-06-2025,,,,
A4,10-06-2025 20.19,10-06-2025,,,,
A4,10-06-2025 21.34,10-06-2025,,,,
A4,10-06-2025 22.30,10-06-2025,,,,
A4,10-06-2025 22.51,10-06-2025,,,,
A4,10-06-2025 23.30,10-06-2025,,,,
A4,11-06-2025 0.23,11-06-2025,,,,
A4,11-06-2025 0.43,11-06-2025,,,,
A4,11-06-2025 0.44,11-06-2025,,,,
A4,11-06-2025 1.57,11-06-2025,,,,
A4,11-06-2025 3.29,11-06-2025,,,,
A4,11-06-2025 9.08,11-06-2025,,,,
A4,11-06-2025 12.03,11-06-2025,,,,
A4,11-06-2025 12.25,11-06-2025,,,,
A4,11-06-2025 15.19,11-06-2025,,,,
A4,11-06-2025 15.48,11-06-2025,,,,
A4,11-06-2025 18.45,11-06-2025,,,,
A4,11-06-2025 21.44,11-06-2025,,,,
A4,11-06-2025 22.35,11-06-2025,,,,
A4,11-06-2025 22.51,11-06-2025,,,,
A4,11-06-2025 23.40,11-06-2025,,,,
A4,12-06-2025 1.37,12-06-2025,,,,
A4,12-06-2025 3.14,12-06-2025,,,,
A4,12-06-2025 5.34,12-06-2025,,,,
A4,12-06-2025 8.03,12-06-2025,,,,
A4,12-06-2025 11.06,12-06-2025,,,,
A4,12-06-2025 11.10,12-06-2025,,,,
A4,12-06-2025 12.32,12-06-2025,,,,
A4,12-06-2025 15.44,12-06-2025,,,,
A4,12-06-2025 16.50,12-06-2025,,,,
A4,12-06-2025 17.34,12-06-2025,,,,
A4,12-06-2025 20.34,12-06-2025,,,,
A4,12-06-2025 20.52,12-06-2025,,,,
A4,12-06-2025 21.44,12-06-2025,,,,
A4,13-06-2025 2.44,13-06-2025,,,,
A4,13-06-2025 4.19,13-06-2025,,,,
A4,13-06-2025 5.33,13-06-2025,,,,
A4,13-06-2025 8.37,13-06-2025,,,,
A4,13-06-2025 10.05,13-06-2025,,,,
A4,13-06-2025 13.04,13-06-2025,,,,
A4,13-06-2025 13.13,13-06-2025,,,,
A4,13-06-2025 15.19,13-06-2025,,,,
A4,13-06-2025 16.06,13-06-2025,,,,
A4,13-06-2025 17.07,13-06-2025,,,,
A4,13-06-2025 18.24,13-06-2025,,,,
A4,13-06-2025 21.22,13-06-2025,,,,
A4,13-06-2025 22.09,13-06-2025,,,,
A4,13-06-2025 23.39,13-06-2025,,,,
A4,14-06-2025 3.44,14-06-2025,,,,
A4,14-06-2025 4.49,14-06-2025,,,,
A4,14-06-2025 5.53,14-06-2025,,,,
A4,14-06-2025 6.03,14-06-2025,,,,
A4,14-06-2025 9.49,14-06-2025,,,,
A4,14-06-2025 17.31,14-06-2025,,,,
A4,14-06-2025 18.00,14-06-2025,,,,
A4,14-06-2025 19.31,14-06-2025,,,,
A4,14-06-2025 19.57,14-06-2025,,,,
A4,14-06-2025 20.05,14-06-2025,,,,
A4,14-06-2025 21.35,14-06-2025,,,,
A4,14-06-2025 23.25,14-06-2025,,,,
A4,15-06-2025 5.13,15-06-2025,,,,
A4,15-06-2025 7.18,15-06-2025,,,,
A4,15-06-2025 8.33,15-06-2025,,,,
A4,15-06-2025 9.12,15-06-2025,,,,
A4,15-06-2025 11.05,15-06-2025,,,,
A4,15-06-2025 13.23,15-06-2025,,,,
A4,15-06-2025 14.25,15-06-2025,,,,
A4,15-06-2025 16.18,15-06-2025,,,,
A4,15-06-2025 18.08,15-06-2025,,,,
A4,15-06-2025 18.35,15-06-2025,,,,
A4,15-06-2025 18.57,15-06-2025,,,,
A4,15-06-2025 20.49,15-06-2025,,,,
A4,15-06-2025 22.01,15-06-2025,,,,
A4,16-06-2025 0.46,16-06-2025,,,,
A4,16-06-2025 3.00,16-06-2025,,,,
A4,16-06-2025 4.36,16-06-2025,,,,
A4,16-06-2025 7.56,16-06-2025,,,,
A4,16-06-2025 11.35,16-06-2025,,,,
A4,16-06-2025 12.28,16-06-2025,,,,
A4,16-06-2025 15.54,16-06-2025,,,,
A4,16-06-2025 16.31,16-06-2025,,,,
A4,16-06-2025 22.24,16-06-2025,,,,
A4,17-06-2025 0.23,17-06-2025,,,,
A4,17-06-2025 3.06,17-06-2025,,,,
A4,17-06-2025 3.19,17-06-2025,,,,
A4,17-06-2025 4.32,17-06-2025,,,,
A4,17-06-2025 5.03,17-06-2025,,,,
A4,17-06-2025 8.00,17-06-2025,,,,
A4,17-06-2025 11.50,17-06-2025,,,,
A4,17-06-2025 13.30,17-06-2025,,,,
A4,17-06-2025 16.53,17-06-2025,,,,
A4,17-06-2025 17.10,17-06-2025,,,,
A4,17-06-2025 18.46,17-06-2025,,,,
A4,17-06-2025 22.28,17-06-2025,,,,
A4,18-06-2025 0.27,18-06-2025,,,,
A4,18-06-2025 0.45,18-06-2025,,,,
A4,18-06-2025 2.46,18-06-2025,,,,
A4,18-06-2025 7.09,18-06-2025,,,,
A4,18-06-2025 8.28,18-06-2025,,,,
A4,18-06-2025 9.03,18-06-2025,,,,
A4,18-06-2025 9.40,18-06-2025,,,,
A4,18-06-2025 13.31,18-06-2025,,,,
A4,18-06-2025 14.45,18-06-2025,,,,
A4,18-06-2025 15.10,18-06-2025,,,,
A4,18-06-2025 17.42,18-06-2025,,,,
A4,18-06-2025 18.26,18-06-2025,,,,
A4,18-06-2025 20.23,18-06-2025,,,,
A4,18-06-2025 21.03,18-06-2025,,,,
A4,18-06-2025 22.55,18-06-2025,,,,
A4,18-06-2025 23.28,18-06-2025,,,,
A4,18-06-2025 23.56,18-06-2025,,,,
A4,19-06-2025 0.42,19-06-2025,,,,
A4,19-06-2025 3.19,19-06-2025,,,,
A4,19-06-2025 3.35,19-06-2025,,,,
A4,19-06-2025 4.02,19-06-2025,,,,
A4,19-06-2025 10.16,19-06-2025,,,,
A4,19-06-2025 13.54,19-06-2025,,,,
A4,19-06-2025 14.20,19-06-2025,,,,
A4,19-06-2025 14.35,19-06-2025,,,,
A4,19-06-2025 14.55,19-06-2025,,,,
A4,19-06-2025 15.09,19-06-2025,,,,
A4,19-06-2025 16.40,19-06-2025,,,,
A4,19-06-2025 20.32,19-06-2025,,,,
A4,19-06-2025 21.37,19-06-2025,,,,
A4,19-06-2025 23.57,19-06-2025,,,,
A4,20-06-2025 0.45,20-06-2025,,,,
A4,20-06-2025 1.33,20-06-2025,,,,
A4,20-06-2025 1.52,20-06-2025,,,,
A4,20-06-2025 2.12,20-06-2025,,,,
A4,20-06-2025 2.55,20-06-2025,,,,
A4,20-06-2025 6.38,20-06-2025,,,,
A4,20-06-2025 7.20,20-06-2025,,,,
A4,20-06-2025 7.31,20-06-2025,,,,
A4,20-06-2025 13.04,20-06-2025,,,,
A4,20-06-2025 13.51,20-06-2025,,,,
A4,20-06-2025 18.03,20-06-2025,,,,
A4,20-06-2025 19.14,20-06-2025,,,,
A4,20-06-2025 19.51,20-06-2025,,,,
A4,20-06-2025 20.15,20-06-2025,,,,
A4,20-06-2025 21.37,20-06-2025,,,,
A4,20-06-2025 22.33,20-06-2025,,,,
A4,20-06-2025 23.13,20-06-2025,,,,
A4,21-06-2025 0.05,21-06-2025,,,,
A4,21-06-2025 0.17,21-06-2025,,,,
A4,21-06-2025 3.04,21-06-2025,,,,
A4,21-06-2025 3.30,21-06-2025,,,,
A4,21-06-2025 3.46,21-06-2025,,,,
A4,21-06-2025 4.16,21-06-2025,,,,
A4,21-06-2025 6.40,21-06-2025,,,,
A4,21-06-2025 6.58,21-06-2025,,,,
A4,21-06-2025 9.44,21-06-2025,,,,
A4,21-06-2025 10.48,21-06-2025,,,,
A4,21-06-2025 12.16,21-06-2025,,,,
A4,21-06-2025 13.57,21-06-2025,,,,
A4,21-06-2025 16.03,21-06-2025,,,,
A4,21-06-2025 22.16,21-06-2025,,,,
A4,21-06-2025 22.35,21-06-2025,,,,
A4,21-06-2025 23.06,21-06-2025,,,,
A4,22-06-2025 1.47,22-06-2025,,,,
A4,22-06-2025 4.33,22-06-2025,,,,
A4,22-06-2025 6.13,22-06-2025,,,,
A4,22-06-2025 8.08,22-06-2025,,,,
A4,22-06-2025 8.45,22-06-2025,,,,
A4,22-06-2025 10.08,22-06-2025,,,,
A4,22-06-2025 11.43,22-06-2025,,,,
A4,22-06-2025 14.13,22-06-2025,,,,
A4,22-06-2025 16.07,22-06-2025,,,,
A4,22-06-2025 16.54,22-06-2025,,,,
A4,22-06-2025 22.16,22-06-2025,,,,
A4,22-06-2025 23.52,22-06-2025,,,,
A4,23-06-2025 2.53,23-06-2025,,,,
A4,23-06-2025 3.14,23-06-2025,,,,
A4,23-06-2025 5.04,23-06-2025,,,,
A4,23-06-2025 5.22,23-06-2025,,,,
A4,23-06-2025 9.30,23-06-2025,,,,
A4,23-06-2025 9.32,23-06-2025,,,,
A4,23-06-2025 10.00,23-06-2025,,,,
A4,23-06-2025 11.56,23-06-2025,,,,
A4,23-06-2025 13.05,23-06-2025,,,,
A4,23-06-2025 14.18,23-06-2025,,,,
A4,23-06-2025 15.29,23-06-2025,,,,
A4,23-06-2025 15.39,23-06-2025,,,,
A4,23-06-2025 16.02,23-06-2025,,,,
A4,23-06-2025 16.56,23-06-2025,,,,
A4,23-06-2025 17.07,23-06-2025,,,,
A4,23-06-2025 17.38,23-06-2025,,,,
A4,23-06-2025 18.15,23-06-2025,,,,
A4,23-06-2025 18.16,23-06-2025,,,,
A4,23-06-2025 21.01,23-06-2025,,,,
A4,23-06-2025 21.47,23-06-2025,,,,
A4,23-06-2025 22.56,23-06-2025,,,,
A4,24-06-2025 1.31,24-06-2025,,,,
A4,24-06-2025 1.33,24-06-2025,,,,
A4,24-06-2025 2.03,24-06-2025,,,,
A4,24-06-2025 2.37,24-06-2025,,,,
A4,24-06-2025 3.03,24-06-2025,,,,
A4,24-06-2025 4.20,24-06-2025,,,,
A4,24-06-2025 6.56,24-06-2025,,,,
A4,24-06-2025 9.29,24-06-2025,,,,
A4,24-06-2025 14.00,24-06-2025,,,,
A4,24-06-2025 15.13,24-06-2025,,,,
A4,24-06-2025 21.51,24-06-2025,,,,
A4,25-06-2025 1.30,25-06-2025,,,,
A4,25-06-2025 2.04,25-06-2025,,,,
A4,25-06-2025 2.49,25-06-2025,,,,
A4,25-06-2025 4.04,25-06-2025,,,,
A4,25-06-2025 9.26,25-06-2025,,,,
A4,25-06-2025 10.22,25-06-2025,,,,
A4,25-06-2025 18.50,25-06-2025,,,,
A4,25-06-2025 21.33,25-06-2025,,,,
A4,25-06-2025 23.21,25-06-2025,,,,
A4,25-06-2025 23.26,25-06-2025,,,,
